Region/Country/Area,Country,Year,Series,Value,Footnotes,Source
72,Botswana,2010,GDP in constant 2015 prices (millions of US dollars),11354.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2015,GDP in constant 2015 prices (millions of US dollars),13531.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2019,GDP in constant 2015 prices (millions of US dollars),16212.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2020,GDP in constant 2015 prices (millions of US dollars),14797.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2021,GDP in constant 2015 prices (millions of US dollars),16479.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,1995,GDP real rates of growth (percent),7.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2005,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2010,GDP real rates of growth (percent),10.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2015,GDP real rates of growth (percent),-4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2019,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2020,GDP real rates of growth (percent),-8.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
72,Botswana,2021,GDP real rates of growth (percent),11.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,1995,GDP in current prices (millions of US dollars),781736.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2005,GDP in current prices (millions of US dollars),891634.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2010,GDP in current prices (millions of US dollars),2208838.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2015,GDP in current prices (millions of US dollars),1802212.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2019,GDP in current prices (millions of US dollars),1881459.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2020,GDP in current prices (millions of US dollars),1448566.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2021,GDP in current prices (millions of US dollars),1608981.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,1995,GDP per capita (US dollars),4781.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2005,GDP per capita (US dollars),4773.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2010,GDP per capita (US dollars),11249.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2015,GDP per capita (US dollars),8783.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2019,GDP per capita (US dollars),8884.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2020,GDP per capita (US dollars),6795.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2021,GDP per capita (US dollars),7507.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,1995,GDP in constant 2015 prices (millions of US dollars),1074026.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2005,GDP in constant 2015 prices (millions of US dollars),1368459.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2010,GDP in constant 2015 prices (millions of US dollars),1703150.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2015,GDP in constant 2015 prices (millions of US dollars),1802212.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2019,GDP in constant 2015 prices (millions of US dollars),1819683.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2020,GDP in constant 2015 prices (millions of US dollars),1749104.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2021,GDP in constant 2015 prices (millions of US dollars),1829902.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,1995,GDP real rates of growth (percent),4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2005,GDP real rates of growth (percent),3.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2010,GDP real rates of growth (percent),7.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2015,GDP real rates of growth (percent),-3.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2019,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2020,GDP real rates of growth (percent),-3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
76,Brazil,2021,GDP real rates of growth (percent),4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,1995,GDP in current prices (millions of US dollars),453.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2005,GDP in current prices (millions of US dollars),994.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2010,GDP in current prices (millions of US dollars),1114.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2015,GDP in current prices (millions of US dollars),1279.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2019,GDP in current prices (millions of US dollars),1439.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2020,GDP in current prices (millions of US dollars),1492.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2021,GDP in current prices (millions of US dollars),1539.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,1995,GDP per capita (US dollars),25652.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2005,GDP per capita (US dollars),42283.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2010,GDP per capita (US dollars),40431.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2015,GDP per capita (US dollars),43559.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2019,GDP per capita (US dollars),47006.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2020,GDP per capita (US dollars),48273.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2021,GDP per capita (US dollars),49444.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,1995,GDP in constant 2015 prices (millions of US dollars),734.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2005,GDP in constant 2015 prices (millions of US dollars),1204.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2010,GDP in constant 2015 prices (millions of US dollars),1251.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2015,GDP in constant 2015 prices (millions of US dollars),1279.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2019,GDP in constant 2015 prices (millions of US dollars),1382.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2020,GDP in constant 2015 prices (millions of US dollars),1406.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2021,GDP in constant 2015 prices (millions of US dollars),1433.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,1995,GDP real rates of growth (percent),23.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2005,GDP real rates of growth (percent),14.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2010,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2015,GDP real rates of growth (percent),0.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2019,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2020,GDP real rates of growth (percent),1.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
92,British Virgin Islands,2021,GDP real rates of growth (percent),1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,1995,GDP in current prices (millions of US dollars),5245.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2005,GDP in current prices (millions of US dollars),10561.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2010,GDP in current prices (millions of US dollars),13707.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2015,GDP in current prices (millions of US dollars),12930.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2019,GDP in current prices (millions of US dollars),13469.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2020,GDP in current prices (millions of US dollars),12006.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2021,GDP in current prices (millions of US dollars),14006.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,1995,GDP per capita (US dollars),17538.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2005,GDP per capita (US dollars),28800.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2010,GDP per capita (US dollars),34609.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2015,GDP per capita (US dollars),30681.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2019,GDP per capita (US dollars),30748.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2020,GDP per capita (US dollars),27179.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2021,GDP per capita (US dollars),31449.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,1995,GDP in constant 2015 prices (millions of US dollars),10623.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2005,GDP in constant 2015 prices (millions of US dollars),12575.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2010,GDP in constant 2015 prices (millions of US dollars),12995.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2015,GDP in constant 2015 prices (millions of US dollars),12930.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2019,GDP in constant 2015 prices (millions of US dollars),13279.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2020,GDP in constant 2015 prices (millions of US dollars),13429.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2021,GDP in constant 2015 prices (millions of US dollars),13214.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,1995,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2005,GDP real rates of growth (percent),0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2010,GDP real rates of growth (percent),2.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2015,GDP real rates of growth (percent),-0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2019,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2020,GDP real rates of growth (percent),1.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
96,Brunei Darussalam,2021,GDP real rates of growth (percent),-1.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,1995,GDP in current prices (millions of US dollars),18992.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2005,GDP in current prices (millions of US dollars),29869.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2010,GDP in current prices (millions of US dollars),50682.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2015,GDP in current prices (millions of US dollars),50782.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2019,GDP in current prices (millions of US dollars),68914.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2020,GDP in current prices (millions of US dollars),70239.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2021,GDP in current prices (millions of US dollars),84058.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,1995,GDP per capita (US dollars),2240.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2005,GDP per capita (US dollars),3822.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2010,GDP per capita (US dollars),6676.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2015,GDP per capita (US dollars),6948.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2019,GDP per capita (US dollars),9772.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2020,GDP per capita (US dollars),10064.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2021,GDP per capita (US dollars),12207.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,1995,GDP in constant 2015 prices (millions of US dollars),33809.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2005,GDP in constant 2015 prices (millions of US dollars),40066.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2010,GDP in constant 2015 prices (millions of US dollars),47538.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2015,GDP in constant 2015 prices (millions of US dollars),50782.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2019,GDP in constant 2015 prices (millions of US dollars),57444.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2020,GDP in constant 2015 prices (millions of US dollars),55170.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2021,GDP in constant 2015 prices (millions of US dollars),59382.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,1995,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2005,GDP real rates of growth (percent),7.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2010,GDP real rates of growth (percent),1.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2015,GDP real rates of growth (percent),3.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2019,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2020,GDP real rates of growth (percent),-4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
100,Bulgaria,2021,GDP real rates of growth (percent),7.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,1995,GDP in current prices (millions of US dollars),2704.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2005,GDP in current prices (millions of US dollars),6144.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2010,GDP in current prices (millions of US dollars),10100.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2015,GDP in current prices (millions of US dollars),11823.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2019,GDP in current prices (millions of US dollars),16178.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2020,GDP in current prices (millions of US dollars),17934.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2021,GDP in current prices (millions of US dollars),19738.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,1995,GDP per capita (US dollars),261.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2005,GDP per capita (US dollars),443.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2010,GDP per capita (US dollars),627.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2015,GDP per capita (US dollars),632.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2019,GDP per capita (US dollars),772.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2020,GDP per capita (US dollars),833.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2021,GDP per capita (US dollars),893.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,1995,GDP in constant 2015 prices (millions of US dollars),3723.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2005,GDP in constant 2015 prices (millions of US dollars),6950.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2010,GDP in constant 2015 prices (millions of US dollars),9082.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2015,GDP in constant 2015 prices (millions of US dollars),11823.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2019,GDP in constant 2015 prices (millions of US dollars),14990.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2020,GDP in constant 2015 prices (millions of US dollars),15280.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2021,GDP in constant 2015 prices (millions of US dollars),16335.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,1995,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2005,GDP real rates of growth (percent),8.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2010,GDP real rates of growth (percent),8.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2015,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2019,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2020,GDP real rates of growth (percent),1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
854,Burkina Faso,2021,GDP real rates of growth (percent),6.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,1995,GDP in current prices (millions of US dollars),1000.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2005,GDP in current prices (millions of US dollars),1117.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2010,GDP in current prices (millions of US dollars),2032.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2015,GDP in current prices (millions of US dollars),2811.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2019,GDP in current prices (millions of US dollars),3369.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2020,GDP in current prices (millions of US dollars),3615.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
108,Burundi,2021,GDP in current prices (millions of US dollars),3900.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
