Country,Year,Current health expenditure (% of GDP),Domestic general government health expenditure (% of total government expenditure),Employment by industry: Agriculture (%) Female,Employment by industry: Agriculture (%) Male,Employment by industry: Agriculture (%) Male and Female,Employment by industry: Industry (%) Female,Employment by industry: Industry (%) Male,Employment by industry: Industry (%) Male and Female,Employment by industry: Services (%) Female,Employment by industry: Services (%) Male,Employment by industry: Services (%) Male and Female,GDP in constant 2015 prices (millions of US dollars),GDP in current prices (millions of US dollars),GDP per capita (US dollars),GDP real rates of growth (percent),All staff compensation as % of total expenditure in public institutions (%),Capital expenditure as % of total expenditure in public institutions (%),Current expenditure other than staff compensation as % of total expenditure in public institutions (%),Public expenditure on education (% of GDP),"Infant mortality for both sexes (per 1,000 live births)",Life expectancy at birth for both sexes (years),Life expectancy at birth for females (years),Life expectancy at birth for males (years),"Maternal mortality ratio (deaths per 100,000 population)",Population annual rate of increase (percent),Total fertility rate (children per women),Gross enrollment ratio - Lower secondary level (female),Gross enrollment ratio - Lower secondary level (male),Gross enrollment ratio - Primary (female),Gross enrollment ratio - Primary (male),Gross enrollment ratio - Upper secondary level (female),Gross enrollment ratio - Upper secondary level (male),Students enrolled in lower secondary education (thousands),Students enrolled in primary education (thousands),Students enrolled in upper secondary education (thousands),"Seats held by women in national parliament, as of February (%)","Asylum seekers, including pending cases (number)",International migrant stock: Both sexes (% total population),International migrant stock: Both sexes (number),International migrant stock: Female (% total Population),International migrant stock: Male (% total Population),Other of concern to UNHCR (number),Total population of concern to UNHCR (number),Total refugees and people in refugee-like situations (number),Labour force participation - Female,Labour force participation - Male,Labour force participation - Total,Unemployment rate - Female,Unemployment rate - Male,Unemployment rate - Total,"Assault rate per 100,000 population","Intentional homicide rates per 100,000"
Bangladesh,2015.0,-1.6171664638005947,-1.6045520778792988,1.6669727554033424,0.8098325606807679,1.0911798995666322,0.8795928987694993,-0.46783879749940754,0.026516648858392694,-1.8964957869426202,-0.6433570653931604,-1.282662400172731,-0.17072279812749377,-0.1762703048552592,-0.7563645926992847,1.1883473254037857,0.49877534846922944,0.2036516730274599,-0.5258668775856528,-1.7544835719858465,0.8065782476310542,-0.4554884033961645,-0.5236050463047238,-0.3522493555993249,0.7454444018565956,0.08066890590077216,-0.23617407721377917,0.026912271614049382,-1.0157351837380568,-0.30293842470925414,-0.2802697441164043,-1.078862531443875,-1.051223403346392,0.7521557704953428,-0.17276899035366994,0.6443744721662173,-0.1869831036868648,-0.22079633951209404,-0.6438133896900444,-0.02196909391874428,-0.6846873214532182,-0.6206729536996635,-0.2120428320286623,0.05422119905213471,0.7527123076835179,-1.4960541413124466,1.0968461448918292,-0.6074506334470912,-0.21998792486682253,-0.8754829159437805,-0.6865248700069501,-0.4827728968331151,-0.361893042988569
Barbados,2015.0,-0.030420874040772882,-0.4191297415873524,-0.7539306866979454,-0.9281619945142789,-0.8862551908081253,-0.2661628109314955,0.2782834226505094,-0.11601033875546896,0.8723279120845328,1.234413969007395,1.1883530318427744,-0.3081461487718002,-0.3152758457060614,-0.021043934831056977,-0.28212562401672603,1.2315309896351243,-0.6170418725315283,-0.9814199372128257,0.43480237100287683,-0.250118110672252,0.40868188087239166,0.28392443848256094,0.485203037919159,-0.3081591094587661,-0.7222854815374695,-0.6664912517982081,0.5551275859149203,0.426661366464087,-0.8514960601008752,-0.9547109270496317,0.740227871681959,0.6472232282341087,-0.29529501284976917,-0.2887588940194604,-0.2737404184195608,-0.47388732528251953,-0.2080521063974846,0.2728203490751818,-0.38038109122596964,0.4178191370640319,0.1834901732399864,-0.21277487890887326,-0.30123659278072196,-0.3004914423930116,0.7418560889581336,-0.4898550066833379,0.27310146468491747,0.07029150035061894,0.6152416901378943,0.3855065678922687,1.5221851278232714,0.30773641690269793
Belarus,2015.0,-0.3013286576583035,-0.48152039086587567,-0.4903482348778722,-0.5496417079533944,-0.5550591658192497,1.7585287856634126,1.326887623942285,1.399958529501058,0.07649834589708747,-0.09107146704005584,0.09472179996988332,-0.2764184422252057,-0.28318284995397713,-0.5495852313811279,-1.8261222209082635,0.13049919720968706,-0.9275745654457401,0.24359669371738688,0.05949620934766685,-0.8074964095575125,0.03234966030382667,0.31129831932280827,-0.2964191960314252,-0.6184227201528604,-0.8025809202812937,-0.5804278168813224,0.34190305537144966,0.320991289526201,-0.5110120105474552,-0.6792349509219765,0.6431335644507528,0.8864826667697968,-0.24021958004000188,-0.2660813808027514,-0.2458129692762672,0.4476838107520078,-0.21686273681925347,0.22371497021275902,-0.10959575779981083,0.30664201519674605,0.1834901732399864,-0.20155728462281863,-0.28914262142694785,-0.29430713543127046,0.5340501390044373,-0.14545475672903854,0.23879424008237202,-0.8005467753017056,-0.02080080845695346,-0.4085907935145601,-0.547474571356772,-0.2988690938223321
Belgium,2015.0,1.517623603773688,0.8910738932616412,-0.7904267184884172,-1.0667750571985464,-0.9690541970553442,-0.485896782654974,0.6412618000207392,0.14312963872427917,0.9718066078579637,1.1386844652928572,1.1647069511536314,-0.02759238563481959,-0.0314919952924303,1.1191289462495617,-0.4046650364684354,1.049291244681948,-0.8832127521722813,-0.7134475491968417,1.122863667370761,-0.801690385610791,0.9940875573123814,0.899836757388118,1.0574621734901222,-0.5925674192616858,-0.40110372656217286,-0.5804278168813224,4.4270912201020405,4.193799609299723,-0.1421542901979183,-0.2897689157070139,2.316582506729777,1.6810603083265878,-0.24021958004000188,-0.24154505502729573,-0.16246698823925024,1.490971889281661,-0.0707277977547417,0.5756368520601227,0.07134870320158995,0.7050267018878533,0.5237130346375305,-0.20340076034305785,-0.23139608228977754,-0.15983462455118747,-0.28118858773698857,-1.5476557744001158,-0.950522879472549,-0.14741806856246223,0.31709676892155936,0.12742492543504927,1.619436111003001,-0.2949300969994423
Belize,2015.0,-0.3787308815490263,0.03840168645515346,-0.636332362039759,0.2287239517351848,-0.1459346643624032,-1.568871357577832,-0.6896589170034368,-0.6342902937149649,0.8184436185405913,0.30657416377417934,0.5144397322021826,-0.30968868080282064,-0.31683613730313254,-0.5343488573892637,-0.06155468160364931,-0.7844961889093841,-0.29541872629895183,0.9403249025589455,0.43480237100287683,-0.23270003883208756,-0.07915618282759948,-0.003501310340031572,-0.08705609765180419,-0.3081591094587661,0.8033278545951898,0.022016227536878027,-0.2202343433340651,-0.27604464517285476,0.5293559186435484,0.8786291899378712,-0.693341017437615,-0.8799018300739241,-0.2931326979357598,-0.2868381210420889,-0.27359496295527286,-1.65628048094946,-0.21863765510748642,0.518347243387296,-0.37517939286250923,0.621643860487389,0.4927836836013902,-0.21277844118079642,-0.3010153709002757,-0.2998901903272868,-0.2332333685169046,1.0476461091840714,0.30740868928746296,0.4512832459485109,-0.3984510419976445,-0.051246980881487256,-0.29521742927220784,2.0408950189742123
Bhutan,2015.0,-1.1914542324016182,-0.37753597540166983,1.8697284875726294,1.6415109367863734,1.797406717557617,-0.3603345130987008,-1.6676839893621118,-1.3728392295322471,-1.784582254197511,-0.9231817685587331,-1.4954771263750233,-0.30981502736281674,-0.31696393852340954,-0.6974064498612015,0.7226975580872902,-2.375297295896481,1.1130688451333657,2.058152578282765,0.997761613485691,0.5975613855490817,-0.4833648641790215,-0.6057266888254659,-0.2964191960314252,-0.14656347888892535,-0.1602174103307003,-0.32223751213066504,0.07537239219211096,-0.4556837759672613,0.018629844313418853,-0.24227305775396982,-0.5762567057764543,-0.49590520032528934,-0.28995282306221665,-0.28392598136671915,-0.271849497383817,-1.186800845611116,-0.21956508988872525,-0.14457537125541225,-0.37608568678293536,-0.5642454394303253,0.1834901732399864,-0.21277844118079642,-0.30100011421886563,-0.2998901903272868,0.28628150636733724,-0.17005477458291746,0.1701797908772803,-0.9638289519865165,-1.1139988529168483,-1.0637211166751939,-0.3474154059584709,-0.44067297944636513
Bolivia (Plurin. State of),2015.0,-0.10782309793149598,-0.2943484430303055,0.4261076745273054,0.3939933726279654,0.41904679003038453,-0.40742036418230315,0.268200689945781,0.07834464435434213,-0.2882568719388248,-0.6286294494370774,-0.4964302172587065,-0.2908041634131116,-0.29773419763163295,-0.6841574289987109,0.30606355575147876,0.14568584262245085,0.9799834053129892,-0.43781880723754385,2.1236800984513198,0.78916017579089,-0.901511775921871,-0.906839378068181,-0.8547207917104144,0.44164461638529495,0.40185066087606897,0.45233340212130696,0.026912271614049382,0.22060471643520974,-0.9177012919584835,-0.8882167259153696,0.012020567447912535,0.05350536223814247,-0.2392020200804681,-0.20672329976010861,-0.16130334452494635,2.6907531795907627,-0.2208443102766409,-0.6110764704484292,-0.3523495158296711,-0.6476282808307897,-0.5820112649044881,-0.21277666004483484,-0.3000557256395814,-0.2970285921498144,0.246318823683934,0.9861460645493751,0.6276094522445566,-0.873116631606066,-0.9748645563492254,-0.9446065124641695,-0.272393218934108,-0.1806991891356379
Brazil,2015.0,0.7823024768118191,-0.23195779375178185,-0.8107022917053459,-0.4216911885525321,-1.0080184352893296,0.03204757926465356,0.39927621510725264,0.29861362521212836,0.6485008465943136,0.42439509142284176,0.5735549339250415,0.7943116137899353,0.799874795226215,-0.4093821998969865,-1.7525985734372378,0.5709119141798618,-1.1272027251763048,-0.14687735739161828,0.9352105865431563,-0.1688337754181515,0.07416435147811123,0.14705503428132602,0.01064668159201734,-0.2241293815624489,-0.24051284907452444,-0.49436438196443655,0.5648196100305327,0.6538520318805418,0.19832975935550182,0.4986623263135182,0.3489949278385693,-0.011478682796241991,1.460377502330872,0.7198328003564679,1.134123020423872,-1.1433305090057138,0.06528530999038766,-0.6929187685524673,-0.20583001857060165,-0.7402758823868612,-0.659334642494839,-0.1409345410343533,-0.2005409698060224,-0.26540635004646673,0.11044570256036285,0.4449456717640463,0.23879424008237202,0.30614353333979033,-0.06055346461913149,0.14727735947021992,0.6195372267999842,1.6706293176225706
Bulgaria,2015.0,0.2017857976313964,-0.19036402756609966,-0.6444425913265304,-0.6669296840708516,-0.6914339996381984,1.7585287856634126,0.9941574446862405,1.2444745430132087,0.22986133521445984,0.32866558770830384,0.33118260686131923,-0.27989787928762266,-0.2867023466657802,-0.4962106044779516,-0.06155468160364931,-0.044147225037107295,-0.861031845535552,0.3967237725836635,-0.5034630331351476,-0.6100915953689827,0.1159790426523958,0.21548973638194346,0.02460422148399326,-0.5731759435933049,-1.6055353077195356,-0.752554686715094,-0.2929245242011575,-0.13867354515360328,-1.031195975142957,-1.097198500908764,0.6916807180663559,0.8333139026507548,-0.2683296739221233,-0.2738264331308624,-0.23446744306180414,-0.15220683440254312,-0.0956086342997007,-0.578339551206814,-0.3573097252174694,-0.6105692402083611,-0.5588142516273827,-0.21266266734329348,-0.27232213017232954,-0.2505603967845091,-0.2332333685169046,-1.4123556762037834,-0.8590369471990931,-0.038563284105921566,0.4562310654891825,0.2465395296460735,-0.4450633319266893,-0.43279498580058545
Burundi,2015.0,-0.22392643376758045,-0.1487702613804171,2.9889401291470947,3.0116477487039406,3.175766645084849,-1.663043059745037,-2.040745099437071,-2.176173159719466,-2.584556766042182,-3.1765070098394,-2.8078346046224922,-0.30932006778069604,-0.31646328034494575,-0.8125782955015661,-0.99285421623664,0.10012590638415732,-0.23996645970712832,0.036875137247913525,1.0603126404282264,1.7007059354261596,-1.891126133713281,-1.96073379041769,-1.7898759644727218,2.6975196191402717,0.0003734671569480985,2.862109579794109,-1.8436483826991281,-2.0882864646575996,2.666839118617793,2.1610173546700624,-1.8556169892935246,-1.6390336288846872,-0.23322385531820697,-0.16167807541981496,-0.25104936599063477,0.725893965026582,-0.17727086581326473,-0.4801287934819683,-0.31224142543443095,-0.4901273581854682,-0.4660261985189616,-0.06877537982270986,-0.09113835875058757,-0.05580897579634349,2.332370859757582,0.7770459127914071,2.0227699194147517,-1.3629631616604987,-1.1139988529168483,-1.2622454570269008,-0.5689094819351613,-0.22796715101031562
Cabo Verde,2015.0,-0.8044431129480032,-0.21116091065894074,-0.37680502486307144,-0.11780870497548405,-0.26282737906435943,-0.21907695984789316,-0.19560501447173514,-0.1937523319993931,0.43296367241854766,0.43175889940088324,0.46123605065160916,-0.31006526715154686,-0.3172170593868708,-0.6881794531891099,-0.649743861371854,1.1252244717457713,-1.193745445086493,-0.6828221334235863,0.37225134406034155,-0.0352952246435579,0.1159790426523958,0.33867220016305566,-0.12892871732772998,-0.32108675990435337,0.0003734671569480985,-0.23617407721377917,0.8652723576145146,0.8017901395935827,-0.2745647539131361,0.2801813797295155,-0.03081515633056079,-0.5372586835289882,-0.2923695279661095,-0.2859706751813405,-0.27141313099095304,-0.11743056511822117,-0.22090827129603666,-0.48831302329237214,-0.3854306644486119,-0.5086568784966825,-0.4660261985189616,-0.21257717281713745,-0.30106266661264697,-0.3004914423930116,-0.049405028173250015,-0.4775549977563993,-0.27581412895581464,0.6689928148615922,0.7742523147866064,0.782555248595683,2.440710740386106,0.08715259482086889
Cameroon,2015.0,-1.2688564562923412,-1.9373022073647572,1.2979573228552401,1.076396142765898,1.2470368525025737,-0.12490525768068818,-0.9114790365074665,-0.7768172813288263,-1.2581741557297736,-1.5859244865824589,-1.1053167950041538,-0.2913034163249409,-0.2982391985700091,-0.7587778072135241,0.5021266156742136,0.9885446630308896,0.9799834053129892,-1.2800177410020652,-1.2540753564455667,2.443877000606507,-1.9608172856704225,-2.097603194618925,-1.8038335043646967,2.2644433292130985,1.5259868032896073,2.087538665542137,-1.504427538652697,-1.2006578183793573,0.5009822478474304,1.5340720296898807,-1.3672897382189284,-1.0896230663212556,-0.10984471022473294,-0.019293033419822123,-0.1821034759181286,0.7780583689530648,-0.09568858557394543,-0.537418402154795,-0.25799112075966546,-0.5642454394303253,-0.5201525628322072,-0.06727566334305632,0.29655069822921387,1.066077651231746,1.2373933542323337,0.7032458592297721,1.1993965289536528,-0.8186892393777958,-0.8754829159437805,-0.8651967763234866,-0.49904755116115146,-0.27523511288499325
Canada,2015.0,1.478922491828326,1.6397616846039231,-0.8188125209921173,-1.0347874273483308,-0.9495720779383514,-0.45450621526590573,0.3791107496977955,-0.06418234325951905,0.9552268252290583,1.278596816875643,1.229733673048776,0.6433808345495405,0.647206311296964,1.2357203298394788,-0.7232675088428797,0.1684658107415987,-0.2621473663438578,-0.03203204824191083,-0.003054817594867869,-0.726212074303412,1.1334698612266647,1.0093322807491074,1.2389101920857952,-0.5473206427021304,-0.07992197158687614,-0.6664912517982081,0.2740588865621632,0.24173873182278646,-0.16107007072866275,-0.3942598032037118,0.9229936264701121,0.9544205320330168,-0.15029271861620175,-0.14730325829884092,-0.05817542034476308,0.2651083970093183,0.09804934217587674,0.9684798829595055,1.5293659002600637,1.214588510446246,0.8407388827579695,-0.2127695355009885,-0.06347952102224515,0.31381186178105663,0.7738262351048566,-0.10855472994822107,0.4789448123001918,-0.41955502970381364,-0.0009244803758645356,-0.19021401912768213,-0.018746777089833393,-0.43279498580058545
Chile,2015.0,0.5500958051396502,1.015855191818688,-0.6241670181096017,-0.4963289915363684,-0.5794118147154905,-1.5217855064942294,0.01613237232756579,0.4411406128259896,0.6816604118521242,0.38021224355459327,0.5558203734081832,-0.1614406192974887,-0.16688125792481184,-0.179085826547909,-0.3311413889974098,0.4608087349373178,-0.23996645970712852,-0.3344580290028071,0.12204723629020213,-0.5926735235288182,0.8268287926152412,0.804028174447255,0.8341415352185273,-0.5214653418109558,-0.07992197158687614,-0.5804278168813224,0.43882329652757285,0.5376149472488677,-0.5204699008128286,-0.3847606316131022,0.383263506861348,0.3902408683254067,-0.2314431253890228,-0.1984825640829985,-0.12479402298866143,-0.5521339311722434,-0.20947523907904073,-0.4228391848091417,-0.2240592077708518,-0.4438035574074325,-0.411899834205716,-0.20834252206847204,-0.2973980117379446,-0.29236775846739105,-0.2492184415902661,0.026745368248112005,-0.19576393821654167,-0.2744153170950929,-0.29906940159219947,-0.2696237552683651,-0.308515012686579,-0.3855270239259078
